ID,Name,Category,Rarity,Value
4940,Monster Cottoncandy,Food,3,666
4941,Monster Bits Stamp,Stamp,5,666
4942,Mr Destructo,Toy,5,666
4943,Possessed Makoat Plush,Plushie,5,666
4944,Toon Snow Jar Plush,Plushie,2,488
4945,Gravestone Stamp,Stamp,5,5000
4946,Scarecrow Shield,Battle Item,5,5000
4947,Baizallach,Companion,5,5000
4948,Phantasmoire Lugra Morphing Potion,Morph,3,25000
4949,Party Wulfer Morphing Potion,Morph,5,25000
4950,Green Bell Pepper,Food,1,153
4951,Red Bell Pepper,Food,2,325
4952,Yellow Bell Pepper,Food,3,725
4953,Sleeping Baby Lugra Plush,Plushie,3,862
4954,Alebrije Ducky,Toy,4,1698
4955,Catrina Ducky,Toy,2,498
4956,Skeletal Cobron Morphing Potion,Morph,5,20000
4957,Cosy Makoat Jumper,Beauty,6,1
4958,Angelic Cobron Plushie,Plushie,1,125
4959,Baby Cobron Plushie,Plushie,2,391
4960,Fairy Cobron Plushie,Plushie,3,935
4961,Space Cobron Plushie,Plushie,4,1296
4962,Toon Cobron Plushie,Plushie,5,1762
4963,Glacial Ice Cube,Ice Cube,4,10560
4964,Cottoncandy Ice Cube,Ice Cube,3,3400
4965,Turquoise Ice Cube,Ice Cube,3,4300
4966,Grey Ice Cube,Ice Cube,2,2133
4967,White Ice Cube,Ice Cube,2,2566
4968,Snowdrift Ice Cube,Ice Cube,4,9561
4969,Witches and Rings,Book,3,965
4970,Anything You Can Do,Book,4,1298
4971,Strange Encounters of the Breakfast Kind,Book,5,1687
4972,2019 Spooky Story Book,Book,2,700
4973,Iron Ice Cube,Ice Cube,1,132
4974,Rusted Marble Ice Cube,Ice Cube,2,333
4975,Blue Coral Ice Cube,Ice Cube,3,741
4976,Purple Coral Ice Cube,Ice Cube,4,1010
4977,Green Coral Ice Cube,Ice Cube,5,1456
4978,Brown Furry Ice Cube,Ice Cube,1,261
4979,Black Furry Ice Cube,Ice Cube,2,412
4980,Flamingo Duct Tape Ice Cube,Ice Cube,3,832
4981,Zebra Duct Tape Ice Cube,Ice Cube,4,1194
4982,Punk Sticker Ice Cube,Ice Cube,5,1511
4983,Skater Sticker Ice Cube,Ice Cube,3,965
4984,Gemstone Candy,Food,5,1555
4985,Gemstone Novyn Plush,Plushie,5,1674
4986,Lost Necklace,Beauty,6,1
4987,Frozen Hot Cocoa Ice Cube,Ice Cube,5,5000
4988,Sandune Trading Card,Trading Card,5,5000
4989,Winter Cobron Plush,Plushie,5,5000
4990,Jandals,Beauty,6,1
4991,Holiday Delivery Figurine,Figurine,6,1
4992,Snow Sprite Magic Snow,Battle Item,6,1
4993,Snow Sprite Beanie,Beauty,6,1
4994,Snow Sprite Plush,Plushie,6,1
4995,Gifting Ice Cube,Ice Cube,6,1
4996,Cakeball Snow Sprites,Food,5,1
4997,Terrafrost Holiday Treats,Book,6,1
4998,Blizzard Ice Cube,Ice Cube,6,1
4999,Snow Sprite Coin,Coin,6,1
5000,Kiwi and Strawberry Pavlova,Food,6,1
5001,Snow Sprite Hot White Chocolate,Food,6,1
5002,Spritely Snow Cone,Food,5,1
5003,Holiday Pride Sweater,Beauty,6,1
5004,Snow Sprite Pull Along,Toy,6,1
5005,Snow Sprite,Ice Cube,2,5000
5006,Snow Sprite Photobomb Stamp,Stamp,6,1
5007,Snow Sprite Cottoncandy,Food,6,1
5008,Snow Sprite Balloon,Toy,6,1
5009,Snow Sprite Trading Card,Trading Card,6,1
5010,Sprite In A Box,Toy,6,1
5011,Sprite-Omb,Battle Item,6,1
5012,Jakrit Snow Statue,Toy,6,1
5013,Aurora Snow Sprites,Companion,6,1
5014,Snowspouch,Misc,6,1
5015,Black Dabu Morphing Potion,Morph,3,7000
5016,Brown Dabu Morphing Potion,Morph,3,8000
5017,Angelic Krittle Morphing Potion,Morph,5,20000
5018,Mythical Snow Jar,Morph,5,50000
5019,Zen Sand Garden Stamp,Stamp,5,5000
5020,Spa Day Figurine,Figurine,5,5000
5021,Manicure and Pedicure Set,Beauty,3,985
5022,Napping Helper Ice Cube,Ice Cube,4,6365
5023,Colourful Roll Cakes,Food,5,5000
5024,Enchanted Mask,Battle Item,5,5000
5025,Colour Festival Wulfer Plush,Plushie,3,721
5026,Confetti Popper,Toy,4,1032
5027,Stuffed Squash Blossoms,Food,5,5000
5028,Flower Bouquet,Toy,5,5000
5029,Flower Bouquet Stamp,Stamp,3,498
5030,Flower Shuriken,Battle Item,1,221
5031,Dottie,Companion,5,5000
5032,Polka Dot Audril Plush,Plushie,5,5000
5033,Polka Dot Backpack,Beauty,2,333
5034,Polka Dot Watering Can,Toy,5,1564
5035,Terrafrost Grocer Bag,Beauty,5,5000
5036,Grow Your Own Tomato Kit Ice Cube,Ice Cube,5,5000
5037,Mason Jar Blackberry Jam,Food,4,1325
5038,Farmer Lugra Figurine,Figurine,3,754
5039,Pull String Float Toy,Toy,5,5000
5040,Parade Candy Bucket,Food,5,5000
5041,Lugra Onigiri,Food,3,746
5042,Wabby,Companion,5,5000
5043,Snack Stamp,Stamp,5,5000
5044,Buddip,Companion,5,5000
5045,Carrot Trading Card,Trading Card,4,1094
5046,Frozen Kitchen Timer,Ice Cube,5,1754
5047,Incense Sticks,Beauty,5,5000
5048,Cinnacoin,Coin,5,5000
5049,Scratch and Sniff Stamp,Stamp,2,425
5050,Frozen Aroma Diffuser,Ice Cube,3,932
5051,Chess Ice Cube,Ice Cube,5,5000
5052,Cobrons and Ladders Cupcakes,Food,3,5000
5053,Cards Against Terrafrostians,Toy,1,294
5054,Throwing Cards,Battle Item,5,1798
5055,Carnival Coin,Coin,5,5000
5056,Spider Web Funnel Cake,Food,5,5000
5057,Creepy Clown Stamp,Stamp,2,521
5058,Coarsken,Companion,4,1234
5059,Papier-Mache Pet Kit,Toy,5,5000
5060,Papier-Mache Clog,Beauty,5,5000
5061,Papier-Mache Swordbreaker,Battle Item,3,999
5062,Papier-Mache Croissant,Food,4,1222
5063,Candy Train,Food,3,5000
5064,Polar Stamp,Stamp,5,5000
5065,Snowglobe Train,Toy,1,112
5066,Golden Ticket,Book,5,1800
5067,Cobron Soap,Beauty,5,5495
5068,Snowman Ducky,Toy,5,9999
5069,Ancient Cobron Pinata 2020,Pinata,3,2020
5070,Mythical Ridix Pinata 2020,Pinata,3,2020
5071,Evil Zabeu Pinata 2020,Pinata,3,2020
5072,Prankster Dabu Pinata 2020,Pinata,3,2020
5073,Turquoise Jakrit Pinata 2020,Pinata,3,2020
5074,Morning Glory Boutonniere,Beauty,6,2020
5075,Sunrise on Meteora,Book,6,2020
5076,Dawn Coin,Coin,6,2020
5077,Mephidus,Companion,6,2020
5078,Dusk Toast,Food,5,2020
5079,Frozen Twilight,Ice Cube,6,2020
5080,Dusk Stamp,Stamp,6,2020
5081,Sunbeam Gun,Battle Item,6,2020
5082,Dawn Lugra Plush,Plushie,6,2020
5083,Ancient Cobron Trading Card,Trading Card,6,2020
5084,Mythical Ridix Trading Card,Trading Card,6,2020
5085,Evil Zabeu Trading Card,Trading Card,6,2020
5086,Prankster Dabu Trading Card,Trading Card,6,2020
5087,Turquoise Jakrit Trading Card,Trading Card,6,2020
5088,Dusk Lugra Plush,Plushie,6,2020
5089,Twilight Bath Bomb,Beauty,6,2020
5090,Colourful Projector Lamp,Toy,6,2020
5091,Moonbeam Gun,Battle Item,6,2020
5092,Sunset Parfait,Food,5,2020
5093,Cryptic ICE Box,Openable,5,15000
5094,Cobron Scarf,Beauty,6,1
5095,Mythical Snow Jar Plush,Plushie,3,999
5096,Cubed Snow Jar Ice Cube,Ice Cube,4,20000
5097,Cottoncandy Herji,Companion,1,265
5098,Blooming Herji,Companion,2,534
5099,Fairy Herji,Companion,3,875
5100,Winter Herji,Companion,4,1232
5101,Patchwork Herji,Companion,5,1745
5102,Space Makoat Morphing Potion,Morph,5,20000
5103,Plushie Makoat Plushie,Plushie,4,1333
5104,Plushie Lugra Plushie,Plushie,3,834
5105,Dot Painting Ducky,Toy,3,792
5106,Pinata Cobron Morphing Potion,Morph,5,25000
5107,Lugra on a String,Toy,6,1
5108,Toon Wulfer Amourok Plush,Plushie,6,1000
5109,Toon Sharshel Amourok Plush,Plushie,6,1000
5110,Rainbow Xephyr Amourok Plush,Plushie,6,1000
5111,Rainbow Jakrit Amourok Plush,Plushie,6,1000
5112,Toon Bomb Trading Card,Trading Card,6,1000
5113,Mewrt,Companion,6,1000
5114,Yellow Bow Mouse Ears,Beauty,6,1000
5115,Gerba Painted Stamp,Stamp,6,1000
5116,Goofy Toon Ice Cube,Ice Cube,6,1000
5117,Colourful Life Profile Skin,Profile Skin,6,1000
5118,Old Fashioned Profile Skin,Profile Skin,6,1000
5119,Full Classic Heart,Misc,4,1000
5120,Full Colourful Heart,Misc,4,1000
5121,Toon Dabu Morphing Potion,Morph,5,20000
5122,Rainbow Trido Morphing Potion,Morph,5,25000
5123,Split Jakrit Plush,Plushie,6,1000
5124,Colourful Toon Cake,Food,5,1000
5125,Amourok Annual 2020,Book,6,1000
5126,Toon Wulfer Trading Card,Trading Card,6,1000
5127,Toon Chewy Candy,Food,6,1000
5128,Crushed Anvil,Battle Item,6,1000
5129,Colourful Toon Snow Jar Plush,Plushie,6,1000
5130,Grey Rainbow Snow Jar Plush,Plushie,6,1000
5131,Colourful Makeup Brush,Beauty,6,1000
5132,Rainbow Stamp,Stamp,6,1000
5133,Paint Bucket Ice Cube,Ice Cube,6,1000
5134,Rainbow Jakrit Figurine,Figurine,6,1000
5135,Lickety,Companion,6,1000
5136,Split,Food,2,241
5137,Ori Timer,Toy,5,5000
5138,Flowery Headband,Beauty,5,5000
5139,Organic Honey,Food,5,5000
5140,Extra Violet Pirate Jakrit Plush,Plushie,6,1
5141,Storm Cobron Morphing Potion,Morph,5,50000
5142,Toon Makoat Morphing Potion,Morph,5,20000
5143,Lugra Soap,Beauty,4,4795
5144,Shoebill Plush,Plushie,3,2425
5145,Golden Ducky Dessert,Food,5,6652
5146,Toy Makeup Kit,Toy,3,1255
5147,Dress Up Plush,Plushie,4,4295
5148,Natural Makeup Palette,Beauty,1,285
5149,Cheeky Makeup Palette,Beauty,2,498
5150,Sky Makeup Palette,Beauty,3,764
5151,Majestic Makeup Palette,Beauty,4,1273
5152,Glitter Makeup Palette,Beauty,5,5786
5153,Polka Dot Ducky,Toy,3,832
5154,Sprinkles in a Ducky Bottle,Food,2,333
5155,Ducky Necklace,Beauty,4,1236
5156,Ducky in a Bottle Figurine,Figurine,5,1597
5157,Bottle Cap Ducky Stamp,Stamp,1,348
5158,Woodland Lugra Morphing Potion,Morph,5,25000
5159,Brown Audril Plushie,Plushie,3,1154
5160,Black Audril Plushie,Plushie,3,589
5161,Bucket of Coins Ice Cube,Ice Cube,4,15629
5162,Clover Print Dress,Beauty,3,1680
5163,Colourful Mittens,Beauty,2,965
5164,Rainbow Stacker,Toy,1,675
5165,Cheerful Baby Dovu Plush,Plushie,3,1795
5166,Black Ridix Plushie,Plushie,3,765
5167,Brown Ridix Plushie,Plushie,3,1732
5168,Fancy Doorstop,Toy,6,1
5169,Prankster Dabu Plushie,Plushie,5,1675
5170,Meteora Novitegg,Novitegg,2,500
5171,Empty Meteora Novitegg,Empty Novitegg,6,250
5172,Meteora Novitegg Ice Cube,Ice Cube,3,1000
5173,Khalic Desert Novitegg,Novitegg,2,500
5174,Empty Khalic Desert Novitegg,Empty Novitegg,6,250
5175,Khalic Desert Novitegg Ice Cube,Ice Cube,3,1000
5176,Meteora Crater Companion Pillow,Toy,6,500
5177,Meteora Spa Rocks,Beauty,6,500
5178,Meteora Munchies,Food,5,500
5179,Pastel Meteora Coin,Coin,6,500
5180,Astronaut Makoat Plush,Plushie,6,500
5181,Desert Sand Scrub,Beauty,6,500
5182,Moldable Sand,Toy,6,500
5183,Edible Sand Cake,Food,5,500
5184,Sand Blaster,Battle Item,6,500
5185,Desert Night Stamp,Stamp,6,500
5186,Seasons of Cleaning,Book,4,4000
5187,Baby Audril Morphing Potion,Morph,5,20000
5188,Dust Jakrit Plush,Plushie,6,3000
5189,Foil-Wrapped Chocolate Noviteggs,Food,5,3000
5190,Couture Novitegg Stamp,Stamp,6,3000
5191,Leggit,Companion,6,3000
5192,Novitegg Hunt Profile Skin,Profile Skin,6,3000
5193,Blue Microbe Plush,Plushie,1,320
5194,Green Microbe Plush,Plushie,1,362
5195,Red Microbe Plush,Plushie,1,315
5196,Yellow Microbe Plush,Plushie,1,410
5197,Orange Microbe Plush,Plushie,2,578
5198,Pink Microbe Plush,Plushie,2,671
5199,Purple Microbe Plush,Plushie,2,542
5200,Turquoise Microbe Plush,Plushie,2,750
5201,Rainbow Microbe Plush,Plushie,4,2451
5202,Tech Microbe Plush,Plushie,3,3620
5203,Angry Storm Microbe Plush,Plushie,5,5240
5204,Pirate Microbe Plush,Plushie,3,2953
5205,Traptur Soap,Beauty,3,2056
5206,Bag of Marshmallows,Food,2,678
5207,Broccoli Cheese Soup,Food,3,795
5208,Tomato Soup,Food,3,913
5209,Frozen Broccoli Cheese Soup,Food,3,1795
5210,Frozen Tomato Soup,Food,3,1913
5211,Mythical Jakrit Ice Cube,Ice Cube,4,9356
5212,Monstera,Toy,6,1
5213,Eyelash Viper Plush,Plushie,3,893
5214,Decadent Audril Chocolate Egg,Food,2,612
5215,Decadent Ori Chocolate Egg,Food,1,463
5216,Decadent Ridix Chocolate Egg,Food,2,735
5217,Decadent Sharshel Chocolate Egg,Food,3,1035
5218,Decadent Wulfer Chocolate Egg,Food,1,531
5219,Decadent Traptur Chocolate Egg,Food,3,1175
5220,Decadent Cobron Chocolate Egg,Food,2,781
5221,Decadent Makoat Chocolate Egg,Food,3,1432
5222,Decadent Jakrit Chocolate Egg,Food,1,275
5223,Decadent Dovu Chocolate Egg,Food,2,671
5224,Decadent Dabu Chocolate Egg,Food,1,172
5225,Decadent Trido Chocolate Egg,Food,3,964
5226,Decadent Xephyr Chocolate Egg,Food,3,1285
5227,Decadent Zabeu Chocolate Egg,Food,3,1622
5228,Decadent Novyn Chocolate Egg,Food,3,1064
5229,Decadent Krittle Chocolate Egg,Food,2,765
5230,Speckled Decadent Lugra Chocolate Egg,Food,4,2560
5231,Bowl of Walnuts,Food,1,200
5232,Sweet Dreams Rattie Plush,Plushie,3,934
5233,Bathtub Buggie,Companion,3,1381
5234,Earth Fairy Plush,Plushie,4,2036
5235,Ice Fairy Plush,Plushie,5,4206
5236,Space Fairy Plush,Plushie,2,498
5237,Wind Fairy Plush,Plushie,1,287
5238,Tomato Soup Stamp,Stamp,2,780
5239,Brown Makoat Plushie,Plushie,3,1483
5240,Ice Crown,Beauty,6,1
5241,Melting Coin,Coin,5,5000
5242,Beach Ready Wulfer Figurine,Figurine,5,5000
5243,Pride Maracas,Battle Item,2,700
5244,Pride Coin,Coin,3,1000
5245,Sonic Boom Cockatiel Plush,Plushie,2,630
5246,Toon Makoat Plushie,Plushie,3,1059
5247,Summer Surprise Basket,Openable,3,5000
5248,Beach Fun Postcard,Book,6,5000
5249,Summer Sharshel Swimsuit,Beauty,6,5000
5250,Summer Lugra Swimsuit,Beauty,6,5000
5251,Summer Krittle Swimsuit,Beauty,6,5000
5252,Starfish Ice Cube,Ice Cube,6,5000
5253,Blou,Companion,6,5000
5254,Mini Water Cooler,Food,5,5000
5255,Buoy Stamp,Stamp,6,5000
5256,Bamboo Straws,Toy,6,5000
5257,Cerith Earrings,Beauty,6,5000
5258,Brown Jakrit Plushie,Plushie,3,1426
5259,Rave Dovu Morphing Potion,Morph,5,25000
5260,Sqwenda Ice Pop,Food,5,5000
5261,Champion Shield,Battle Item,6,5000
5262,Trophy Polishing Kit,Toy,6,5000
5263,Champion Cufflink,Beauty,6,5000
5264,Team Red Dovu Spirit Stamp,Stamp,6,1000
5265,Team Blue Audril Spirit Stamp,Stamp,6,1000
5266,Team Green Trido Spirit Stamp,Stamp,6,1000
5267,Team Yellow Sharshel Spirit Stamp,Stamp,6,1000
5268,Team Red Dovu Ice Pop,Food,5,1000
5269,Team Blue Audril Ice Pop,Food,5,1000
5270,Team Green Trido Ice Pop,Food,5,1000
5271,Team Yellow Sharshel Ice Pop,Food,5,1000
5272,Team Red Dovu Stockpal Plush,Plushie,6,1000
5273,Team Blue Audril Stockpal Plush,Plushie,6,1000
5274,Team Green Trido Stockpal Plush,Plushie,6,1000
5275,Team Yellow Sharshel Stockpal Plush,Plushie,6,1000
5276,Team Blue Audril Figurine,Figurine,6,1000
5277,Team Red Dovu Figurine,Figurine,6,1000
5278,Team Green Trido Figurine,Figurine,6,1000
5279,Team Yellow Sharshel Figurine,Figurine,6,1000
5280,Purple Glow Bracelet,Beauty,1,432
5281,Blue Glow Bracelet,Beauty,2,672
5282,Yellow Glow Bracelet,Beauty,2,765
5283,Green Glow Bracelet,Beauty,3,1092
5284,Red Glow Bracelet,Beauty,4,1732
5285,Handmade Phantasmoire Dovu Plush,Plushie,6,1
5286,Dreamworld Cobron Morphing Potion,Morph,5,10000
5287,Novyn Soap,Beauty,3,1458
5288,Trido Piggy Bank,Toy,2,765
5289,Black Wulfer Plushie,Plushie,2,396
5290,Brown Wulfer Plushie,Plushie,3,1473
5291,Trivia Treasure Trove,Openable,4,1111
5292,Magic Cube Ice Cube,Ice Cube,4,1111
5293,Trivvy Pancake,Food,4,1111
5294,Loomy,Companion,4,1111
5295,Trivvy Figurine,Figurine,4,1111
5296,Wild Answer Trading Card,Trading Card,4,1111
5297,Loose Photos,Misc,6,1
5298,Postal Coin,Coin,4,1032
5299,Welcoming Stamp,Stamp,3,762
5300,Mythical Novyn Statue Stamp,Stamp,5,3145
5301,Frozen Collectives Emporium Stamp,Stamp,2,671
5302,Glacial Grocer Stamp,Stamp,1,295
5303,Sharshel Paw Puffs,Food,5,2460
5304,Meatloaf Snowdin,Food,3,1904
5305,Chicken Snowdin,Food,2,732
5306,Veggie Snowdin,Food,2,632
5307,Glacial Grocer Sparkling Water,Food,4,4007
5308,Aries Stamp,Stamp,4,3663
5309,Apple Teapot,Toy,3,904
5310,Wulfer Mask,Beauty,1,403
5311,Ridix Mask,Beauty,2,611
5312,Ori Mask,Beauty,3,792
5313,Xephyr Mask,Beauty,4,1006
5314,Lugra Mask,Beauty,5,1467
5315,Acorn Ice Cube,Ice Cube,5,5000
5316,Creative Code Monkey,Companion,6,1
5317,Autumn Surprise Basket,Openable,3,5000
5318,Scarecrow Figurine,Figurine,5,5000
5319,Butterfly Plush,Plushie,5,5000
5320,Electronic Book Ice Cube,Ice Cube,3,6007
5321,Trolley Cart Ice Cube,Ice Cube,2,2730
5322,Lost Letter Ice Cube,Ice Cube,3,4003
5323,Pinata Ice Cube,Ice Cube,4,10069
5324,Button Eyes Ice Cube,Ice Cube,5,16720
5325,Ancient Cobron Plushie,Plushie,3,1842
5326,Dreamworld Cobron Plushie,Plushie,3,2704
5327,Fire Cobron Plushie,Plushie,2,1286
5328,Plushie Cobron Plushie,Plushie,1,834
5329,Storm Cobron Plushie,Plushie,5,6241
5330,Beach Hat Ducky,Toy,3,764
5331,Hazel Figurine,Figurine,4,6021
5332,Yellow Ducky Trading Card,Trading Card,1,284
5333,Blue Ducky Trading Card,Trading Card,2,672
5334,Red Ducky Trading Card,Trading Card,5,2451
5335,Winter Wonderland Profile Skin,Profile Skin,6,1000
5336,Fairy Krittle Morphing Potion,Morph,5,20000
5337,Black Ori Plushie,Plushie,3,410
5338,Brown Ori Plushie,Plushie,3,1582
5339,Brown Cobron Plushie,Plushie,3,1243
5340,Space Makoat Plushie,Plushie,2,583
5341,Royal Ducky,Toy,3,2704
5342,Happy Harvest Figurine,Figurine,6,5000
5343,Hunting Hat,Beauty,6,5000
5344,Cosy Warm Zabeu Plush,Plushie,6,5000
5345,Cosy Cool Zabeu Plush,Plushie,6,5000
5346,Cosy Pastel Zabeu Plush,Plushie,6,5000
5347,Roasted Vegetables Platter,Food,5,5000
5348,Mossy Mason Jar,Toy,6,5000
5349,Dew Ice Cube,Ice Cube,6,5000
5350,Acorn Bomb,Battle Item,6,5000
5351,Crystal Krittle Morphing Potion,Morph,5,20000
5352,Keepsake Misadventures,Book,3,2020
5353,Gummi,Companion,6,1
5354,Sunset Orbie,Toy,4,2075
5355,Deserted Island Board Game,Toy,2,732
5356,Rainbow Hand Mirror Ice Cube,Ice Cube,5,11345
5357,Spiritual Present,Openable,4,666
5358,Crystal Spirit Ball,Ice Cube,6,666
5359,Know Your Ghosts,Book,6,666
5360,Phantasmoire Lantern,Toy,6,666
5361,Zinnia Fragrance,Beauty,6,666
5362,Phantom Puffs,Food,5,666
5363,Traptur Ghost Trading Card,Trading Card,6,666
5364,Ori Ghost Figurine,Figurine,6,666
5365,Ridix Ghost Plush,Plushie,6,666
5366,Frightly,Companion,6,666
5367,Ghostly Wax Seal,Toy,6,666
5368,Haunting Sweater,Beauty,6,666
5369,Phantasmoire Lantern Coin,Coin,6,666
5370,Best Ghosties Stamp,Stamp,6,666
5371,Mourning Star,Battle Item,6,666
5372,Blob Coin,Coin,6,666
5373,Candy Corn Cupcake,Food,5,666
5374,Empty Grave Stamp,Stamp,6,666
5375,Krittle Ghost Costume,Beauty,3,666
5376,Lugra Ghost Costume,Beauty,3,666
5377,Party Traptur Morphing Potion,Morph,5,30000
5378,Orange Teapot,Food,6,1
5379,Toon Lugra Morphing Potion,Morph,5,20000
5380,Ducky Slippers,Beauty,2,608
5381,Portable Throne,Toy,3,1004
5382,Searcher Costume,Beauty,3,1102
5383,Black Xephyr Plushie,Plushie,1,326
5384,Cottoncandy Xephyr Plushie,Plushie,2,632
5385,Glacial Xephyr Plushie,Plushie,3,998
5386,Pink Xephyr Plushie,Plushie,4,1325
5387,Turquoise Xephyr Plushie,Plushie,5,1684
5388,Plushie Sharshel Morphing Potion,Morph,5,25000
5389,Throw Thrower,Battle Item,5,5000
5390,Chimney Stamp,Stamp,5,5000
5391,How To Spend A Snow Day,Book,5,5000
5392,Fluffy Snow Sprite Earmuffs,Beauty,6,1
5393,Holiday Lights Ice Cube,Ice Cube,6,1
5394,Aurora Torch,Battle Item,6,1
5395,Poinsettia Cupcakes,Food,5,1
5396,Holly Potion,Battle Item,6,1
5397,Mistletoe on a String,Toy,6,1
5398,Holiday Terrarium,Toy,6,1
5399,Nutcracker Figurine,Figurine,6,1
5400,Aurora Sleeping Mask,Beauty,6,1
5401,Ornament Coin,Coin,6,1
5402,Aurora Cookies,Food,5,1
5403,Lost And Found,Book,6,1
5404,Aurora Winter Wrap,Misc,6,1
5405,Peace Plush,Plushie,6,1
5406,Generosity Plush,Plushie,6,1
5407,Prosperity Plush,Plushie,6,1
5408,Grouchy Jakrit Trading Card,Trading Card,6,1
5409,Aurestal Dabu Plush,Plushie,6,1
5410,Aurora Colouring Book,Book,6,1
5411,Gnomore,Companion,6,1
5412,Worght,Companion,6,1
5413,Auroras Stamp,Stamp,6,1
5414,Peace Stamp,Stamp,6,1
5415,Prosperity Stamp,Stamp,6,1
5416,Generosity Stamp,Stamp,6,1
5417,Snow Sprite Figurine,Figurine,6,1
5418,Golden Pearl Necklace,Beauty,6,1
5419,Mackie,Companion,4,3075
5420,Snowflake Signet Ring,Beauty,3,633
5421,Angelic Ori Morphing Potion,Morph,5,20000
5422,Black Dovu Plushie,Plushie,2,537
5423,Brown Zabeu Plush,Plushie,3,545
5424,Cottoncandy Zabeu Plush,Plushie,3,762
5425,Snowdrift Zabeu Plush,Plushie,3,862
5426,Brown Traptur Plushie,Plushie,3,1403
5427,Forgotten Aurestal Box,Misc,6,5000
5428,Puffie,Companion,6,1
5429,Aurestal Lugra Pinata 2021,Pinata,3,2021
5430,Phantasmoire Dovu Pinata 2021,Pinata,3,2021
5431,Brown Makoat Pinata 2021,Pinata,3,2021
5432,Plushie Wulfer Pinata 2021,Pinata,3,2021
5433,Fairy Krittle Pinata 2021,Pinata,3,2021
5434,Implied Ice Cube,Ice Cube,6,2021
5435,Potluck,Food,5,2021
5436,Sealed Trading Card Pack,Trading Card,6,2021
5437,Surprise Hair Spray,Beauty,6,2021
5438,Scratch Off Stamp,Stamp,6,2021
5439,Cut Out Book,Book,6,2021
5440,Shifty,Companion,6,2021
5441,Brown Egg Dig Kit,Toy,6,2021
5442,Aurestal Egg Dig Kit,Toy,6,2021
5443,Phantasmoire Egg Dig Kit,Toy,6,2021
5444,Plushie Egg Dig Kit,Toy,6,2021
5445,Fairy Egg Dig Kit,Toy,6,2021
5446,Shocked Krittle Plush,Plushie,6,2021
5447,Startled Xephyr Figurine,Figurine,6,2021
5448,Cracked Ice Cube,Ice Cube,6,2021
5449,Double Barrell Party Popper,Battle Item,6,2021
5450,Potted Cheesecake,Food,6,2021
5451,Shifty Coin,Coin,6,2021
5452,Treasure Hunter Plush,Plushie,6,2021
5453,Rock Candy Necklace,Beauty,5,5000
5454,Rainbow Snowda Pack Ice Cube,Ice Cube,5,5000
5455,Sticky Pawprint Stamp,Stamp,4,5000
5456,Tragic Chocolate Figurine,Figurine,2,705
5457,Mystifying ICE Box,Openable,5,15000
5458,Checkered Lugra Plush,Plushie,5,5000
5459,Festive Puppet,Toy,5,5000
5460,Feather Confetti Cupcake,Food,4,1369
5461,Battle Beads,Battle Item,2,632
5462,Cherry Blossom Petal Stamp,Stamp,5,5000
5463,Cherry Blossom Staff,Battle Item,5,5000
5464,Cherry Blossom Snowglobe,Toy,1,231
5465,The Little Troot That Could,Book,3,965
5466,Fish Fin Blanket,Beauty,5,5000
5467,Scale,Book,1,6000000
5468,Skytten,Companion,5,1799
5469,Capricorn Plush,Plushie,4,1025
5470,Magical Mutton,Food,5,5000
5471,Pixie Ridix Figurine,Figurine,5,5000
5472,Wizard Cloak,Ice Cube,3,710
5473,Frozen Dragon Egg,Ice Cube,2,3000
5474,An Unexpected Change,Book,5,5000
5475,Raither,Companion,5,5000
5476,Feather Coin,Coin,1,136
5477,Peacock Fruit Platter,Food,2,413
5478,Jellyfish Trading Card,Trading Card,5,5000
5479,Shark Tooth Ice Cube,Ice Cube,4,5000
5480,Deep Sea Stamp,Stamp,3,965
5481,Shy Tuftsi,Companion,4,1400
5482,Seashell Stamp,Stamp,5,5000
5483,Oyster Ice Cube,Ice Cube,5,5000
5484,Starfish Hair Clip,Beauty,1,400
5485,A Trip To The Beach,Book,4,1268
5486,Slime Squeeze Toy,Toy,5,5000
5487,Power Cherries,Food,5,5000
5488,Surprise Cube,Ice Cube,3,7065
5489,Boomerang,Battle Item,2,695
5490,Hedge Maze Stamp,Stamp,5,5000
5491,Audrey III,Companion,5,5000
5492,Creepy Doll Trading Card,Trading Card,4,1125
5493,Weekly Terrafrost News,Book,2,668
5494,Dovu Croquet Mallet,Battle Item,5,5000
5495,Bowls of Porridge,Food,5,5000
5496,Ruby Red Shoes,Beauty,3,777
5497,Red Hooded Novyn Figurine,Figurine,1,453
5498,TerraBall,Battle Item,5,5000
5499,Just 50 IP,Book,5,5000
5500,Gumbaffy,Food,2,333
5501,Wulfer-In-The-Box Stamp,Stamp,3,834
5502,Aurestal Microbe Plush,Plushie,3,710
5503,Peppermint Microbe Plush,Plushie,1,132
5504,Token Bag,Openable,5,5000
5505,Pinata Lugra Morphing Potion,Morph,5,25000
5506,Solitude Avatar,Avatar,6,5000
5507,Aurestal Tree Ducky Topper,Toy,3,732
5508,Cheese Wheel,Food,3,934
5509,Mythical Ridix Plushie,Plushie,2,634
5510,Mythical Traptur Plushie,Plushie,3,984
5511,Mythical Jakrit Plushie,Plushie,4,1400
5512,Mythical Novyn Plushie,Plushie,5,1765
5513,Mythical Ducky,Plushie,4,3450
5514,Full Legendary Heart,Misc,4,1000
5515,Full Archaic Heart,Misc,4,1000
5516,Mythical Ori Amourok Plush,Plushie,6,1000
5517,Mythical Lugra Amourok Plush,Plushie,6,1000
