ID,Description
5206,"Soft and fluffy, making them a perfect pick for desserts. Or even just a quick snack! Funded by sarsaprilly."
5207,"Wait, no cauliflower? Funded by Cibola."
5208,Mmmm... The ultimate cold weather food. Funded by Cibola.
5209,But soup is supposed to be hot! Funded by Cibola.
5210,Someone left their lunch in the snow. Funded by Cibola.
5211,A mythical Jakrit from the depths of time. Funded by Cibola.
5212,A beautiful Monstera plant to cheer up your home. Commemorative item for Shibe.
5213,"Well, don't they look snazzy with those funky eyelashes? Funded by petshopgirl for POURRITURE."
5214,"Since many Audrils enjoy snacking on fruit, this chocolate egg has a lovely strawberry cream filling. Funded by Iceprincess."
5215,"Oris enjoy a wide variety of seeds, so this chocolate egg is solid with bits of seeds mixed in. Funded by Iceprincess."
5216,"Ridixes do enjoy milk as a treat, so this egg has a creamy milk chocolate center. Funded by Iceprincess."
5217,"Sharshels love a good fruit salad and have a hard time picking a favorite. Because of that, this egg is filled with fruity pieces. Funded by Iceprincess."
5218,"Since Wulfers can’t eat most chocolates, this one is made completely of white chocolate. It also has a cute candy bone inside! Funded by Iceprincess."
5219,"Most Trapturs enjoy a variety of fruit, so this chocolate egg has a fruity center. Funded by Iceprincess."
5220,"Cobrons can swallow eggs whole, so this chocolate egg is completely solid. It even has bits of mint mixed in. Funded by Iceprincess."
5221,"Makoats love a good apple, so this chocolate egg is solid with a few apple chunks in it. Funded by Iceprincess."
5222,"Jakrits love bananas, so this chocolate egg has a distinct banana flavor. Funded by Iceprincess."
5223,"Like Dabus, Dovus aren’t picky eaters! This chocolate egg is filled with an orange flavored cream with bits of candy mixed in. Funded by Iceprincess."
5224,"Dabus can eat a wide variety of things, so this chocolate egg is filled with tiny bits of candy. Funded by Iceprincess."
5225,"Tridoes love a leafy snack, so this chocolate egg is filled with chocolate leaves. Funded by Iceprincess."
5226,"Xephyrs are know to enjoy sour things, so this chocolate egg is filled with sour rock shaped candies. Funded by Iceprincess."
5227,"Zabues love sugar cubes, so this chocolate egg is filled with them! Funded by Iceprincess."
5228,"As a nod to a Novyn pastime, this chocolate egg is filled with small gold coins. Funded by Iceprincess."
5229,"Berries are a favorite snack of Krittles, so this chocolate egg has a sweet berry center. Funded by Iceprincess."
5230,"Lugra are know to enjoy a good bit of kelp, so this chocolate egg has bits of kelp floating inside. Funded by Iceprincess."
5231,Add this healthy and delicious treat to your diet today!
5232,"A loyal friend who will stay the night with you, through good dreams and bad. Funded by Lokki."
5233,"If you ever want to try something other than a Rubber Ducky for your bath, this cutie is a great alternative! Funded by catboy."
5234,"A great friend to help with any gardening, landscaping, or just plain digging! Funded by Cibola."
5235,Play in the snow with your new friend. You can even heat them up and the warmth will last a few hours.
5236,This fairy friend is perfect to take along on all your space adventures! They have special weights added to combat zero gravity. Funded by Cibola.
5237,"This fairy loves to fly through the air, so they're perfect for anyone who enjoys air time. Funded by Cibola."
5238,"This stamp is slightly warm, almost as if the soup just finished cooling down. Funded by Cibola."
5239,An earthy colour is perfect for a Makoat Plushie.
5240,A crown fit for the highest royalty. It will never break or melt. Commemorative Item for Iceprincess.
5241,"By now, the coin is finished melting. However, you might want to keep it out of the sun."
5242,It's nearly impossible to keep Wulfers out of the water because they love splashing around.
5243,"Break down any walls that stand in your way, in style!"
5244,"Currency that's accepted by everyone, everywhere."
5245,"Make sure you don't mess with this plushie's schedule, it's liable to say something about it! Funded by Lokki."
5246,"You can test all your pranks out on this friend, they won't mind! Funded by Nexinhah."
5247,Get yourself summer ready with the perfect assortment of goodies.
5248,"Everyone loves to receive a postcard, especially one so detailed."
5249,"This comes with straps on the back, perfect for attaching backpacks, capes, or shell-like objects!"
5250,"The hottest trend around Terrafrost, since Lugrae are known to be great swimmers."
5251,"Unfortunately, this doesn't come with extra armholes."
5252,"This Ice Cube is very strong, as the inside is a living ecosystem. However, the poor starfish got left outside!"
5253,"They tend to bump into things, but not because they have poor eyesight. They just happen to be very stubborn."
5254,"Perfect for office settings, lounge areas, and outside events! Gallons are easily replaced and many Terrafrost stores allow for refilling the gallon jugs."
5255,"When placed in water, it floats! That makes it very hard to attached to letters though..."
5256,Enjoy a refreshing drink with these eco-friendly straws!
5257,"These are shaped with molding clay by artist around Terrafrost, who add painstaking details to make them look like shells."
5258,A sweet Jakrit Plushie to love!
5259,"Rave Dovus are known for always bringing snacks to the party, even though they end up eating most of them."
5260,A mystery flavour that is heavily debated throughout Terrafrost. Some claim that it's just a mix of all the leftover flavours from Team Ice Pops.
5261,Some say this shield is powered by the spirit of teamwork.
5262,Instructions are included to explain the proper method of polishing a trophy.
5263,Sqwenda made sure that this could be attached to any fabric and not fall off!
5264,"Obviously Red Dovu is the only team choice, but let's congratulate everyone on their hard work."
5265,"Even though Blue Audril is clearly the best team, let's give a big cheer for everyone!"
5266,"Green Trido is certainly the greatest team, but let's give the other teams our support!"
5267,"Everyone knows Yellow Sharshel is the favourite team, but we should encourage everyone to do their best."
5268,"It was a hard decision, but Sqwenda went with strawberry over cherry for this pop."
5269,"Since blue raspberries aren't a fruit, Sqwenda went with blueberry for the flavour choice."
5270,"Lime is Sqwenda's flavour of choice for this pop, instead of green apple or kiwi."
5271,"Sqwenda makes pineapple juice fresh just to make these, and adds in pineapple chunks."
5272,"If you bring one home to your Stockpal, they might make friends."
5273,A perfect tag along when your Stockpal is feeling tired.
5274,"In case you wanted to just have a friend with you while you restock! It may confuse your actual Stockpal, though."
5275,You can bring this along to help motivate your Stockpal!
5276,Lapis chose a team hat to remind everyone to stay in the shade during these hot months.
5277,Beri was ecstatic about posing with a team scarf to remind everyone to stay warm! If needed.
5278,"Wanting everyone to stay hydrated, Oran chose to pose team cosies."
5279,"Always wanting everyone to stay motivated, Kari picked a team flag to pose with."
5280,"Once a very popular fashion trend in Terrafrost, these first took up traction when Rave Pets decided to start wearing them."
5281,"These are made with industrial strength materials, mainly to keep the liquid inside. The liquid is non-toxic, however!"
5282,"It is said that some raves in Terrafrost are invite-only, and you have to wear the right color bracelet to be let in."
5283,"Although the liquid inside is completely nontoxic, some like to pretend they are radioactive."
5284,Some say only the scariest of pets will wear these out to party.
5285,This spooky little friend was made with lots of love. Commemorative Item for Travis.
5286,"It is rumored that Dreamword Cobrons know the location of hidden treasure. The information is inside one of the stories they tell, but no one has figured out the answer yet. Funded by POURRITURE."
5287,"A wonderful mix of minty and citrus smells come from this soap, but try not to use it! It would be very concerning to see this poor thing washed away. Funded by mochihugs."
5288,"The perfect size to hold extra Icepoints; you can save them up for a vacation, a new outfit, or even a brand new pet colour! Funded by Iceprincess."
5289,A black Wulfer! Listen to them howl at the Terrafrostian moon.
5290,"I think this plushie belongs in the woods, running through the trees. But it would look much better on your bedside table."
5291,"This incredibly complex treasure box has perplexed many minds around Terrafrost. Luckily, Trivvy gave out a guide on how to open it! If only it wasn't covered in riddles..."
5292,"The colourful squares on this ice cube don't twist and turn, but it's nice to look at."
5293,A perfect portrait of the well known and well loved Trivvy! It's even better with a little syrup.
5294,"These creatures are incredibly smart and will spout riddles all day. They also love napping in the sun, especially in various head wear."
5295,"Modeling for this figurine was rather tricky, considering Trivvy spouted so many riddles during it."
5296,"Playing this card will send a barrage of riddles at your opponent, confusing them until the next turn."
5297,A collection of lovely photographs from all around Terrafrost. A commemorative item for sarsaprilly.
5298,"It's a little sticky, almost like whoever added the stamps moved them around a couple of times."
5299,"A wonderful recreation of a sign you can find in Glacia, small enough to fit on a stamp!"
5300,"There are whispers that treasure is hidden under this famous statue... Wait, that can't be right. It wouldn't be structurally sound."
5301,"This stamp is freezing to the touch, so don't lick it!"
5302,"Somehow, there are wonderful smells coming from this stamp. It makes one very hungry."
5303,"The mascot for this brand was heavily debated for years. Now, these paw specialists bring you a new delicious and nutritious cereal!"
5304,"Homemade meatloaf with creamy mashed potatoes, and freshly chopped green beans. There's also a sweet berry pie for dessert!"
5305,"Deliciously seasoned fried chicken nuggets, home made mashed potatoes, and sweet corn. It also comes with a triple chocolate brownie for dessert."
5306,"Perfectly sauteed mixed vegetables, coleslaw made with a delicious vinaigrette, and beets. It even comes with a chewy chocolate chip cookie!"
5307,"Bottled at the source, this water is fresher than newly pulled turnips. It's produced right here in Glacia, so make sure to support your local grocer!"
5308,"This stamp exudes passion, motivated, and confidence. It would make a great leader, if a stamp could lead. Funded by Travis."
5309,"Despite the look of this adorable teapot, not everything that comes out of it will taste like apple. Funded by Shibe."
5310,Missing your Wulfer friend? With a mask with their likeness to ease the loneliness! Funded by IcePrincess.
5311,The Ridix Mask is very popular with Glacia tourists right now. Funded by IcePrincess.
5312,An Ori Mask is perfect to wear on a cold day. Funded by IcePrincess.
5313,Use this comfortable Xephyr Mask to keep safe and warm! Funded by IcePrincess.
5314,You will always show a smile with the Lugra Mask! Funded by IcePrincess.
5315,"No need to worry about any trees growing, since this acorn is stuck in ice!"
5316,Bundles of ideas and work all float together for this hardworking monkey. Commemorative Item for Judda.
5317,"Leaves are falling, the breeze is chilly, and pumpkin spice is in the air! Take a peek inside this basket to receive a fun Autumn surprise."
5318,"If you were having any trouble keeping any winged creatures away from your stuff, now there’s a portable solution!"
5319,"Since this plush is so majestic, all of your friends will want to come over and see it! It’s also very fuzzy."
5320,Good luck trying to read this book.
5321,"Well, you can't drive this Ice Cube around. If you put some gloves on, you could pretend!"
5322,It looks like this letter got lost in the snow. Whoever it's address to will never know what's inside unless they ask the sender!
5323,"No matter how many times you try to break this Ice Cube, no prizes will come out."
5324,"Even though these are just buttons, you have the feeling something is watching you."
5325,"Fierce and intimidating, just like the real Ancient Cobron, this plushie will help protect your other toys. Funded by POURRITURE."
5326,"Practice telling your plushie some stories, so you're ready for when an actual Dreamworld Cobron asks! Funded by POURRITURE."
5327,"The flames on this plushie are completely safe, especially since Fire Cobrons tend to spurt flames everywhere. Funded by POURRITURE."
5328,"Wait, which one is which? It's hard to tell. Funded by POURRITURE."
5329,"If you rush over the carpert with this plushie, you might get a static shock! Funded by POURRITURE."
5330,"The hat is firmly attached, so don't be afraid of it drifting away in the tub."
5331,"A new figurine, commemorating the arrival of Hazel! She will do a great job running Terrafrost's favourite grocery store."
5332,A soapy spray of bubbles heads straight for your opponent! It seems they will be blinded for one turn.
5333,A wave of soapy water appears at your rival's feet. They slip and take damage!
5334,A gentle wave of soothing music washes over your team. It looks like you gained some health!
5335,Turn your profile into a Winter Wonderland for all who visit with this profile skin.
5336,"Fairy Krittles take advantage of their translucent wings to get hard to reach items, or swoop down on unsuspecting victims! Please make sure your Fairy Krittle doesn't cause too much trouble. Funded by Eebles."
5337,This Ori looks like it's been rolling in coal. Maybe you should take it home and clean it up.
5338,A natural-looking Ori to keep you company for years to come.
5339,"Cobrons are adorable, even in brown."
5340,"Made with only the softest fabrics, this Makoat's speckles will glow in the dark, simulating a beautiful night sky! Funded by Nexinhah."
5341,"Be a prince or pauper, this ducky will gladly accompany you to bath time. Funded by Silvy."
5342,"Everyone is hard at work collecting all the produce from this year's harvest, so make sure to be extra nice to those working."
5343,"This hat is all the rage in Snowslide Mountains, since a very popular Ridix designed it!"
5344,"Snuggle up with this cutie by a warm fire, sipping coca and talking about your Autumn plans."
5345,"Despite everyone dressing for warmer weather, this plush wanted to keep something on the cool side."
5346,"A must have for anyone in your life who loves the lighter side of things, even in this chilly weather."
5347,"Roasted by an open fire, these vegetables are the perfect appetizer at any party. Or, a great entree if you eat all of them!"
5348,"If you weren't ready to trust them with a terrarium, this is a perfect solution! It only needs a quick spritz of water every few weeks to keep growing."
5349,"Even though it looks like water, it's actually frozen! Be extra careful not to let this drop on any plants."
5350,"While it looks completely harmless, this nut packs a huge punch! Hide it away for later use or toss it right away, the choice is yours."
5351,"Make sure you keep a close eye on any shiny, gem-like items, as Crystal Krittles are known for seeking out these beautiful stones."
5352,"The great Glacia avalanche left Wilson the Wulfer desperate to find a new, safe place to hide his beloved Plush!"
5353,"A fascinating creature that normally lives underground. Make sure you get a nice terrarium for them, or you might lose them! Commemorative Item for mochihugs."
5354,"The Sunset Orbie's silky smooth fur sparkles in the sun, showing off the lovely orange and purple colours. It is quite the collector's item! Funded by mochihugs."
5355,"Ever wish you could drop it all and start a new life on a beautiful, faraway island? This board game lets you experience the fun of island life, playable with up to 7 of your friends! Funded by Travis."
5356,"Breaking a mirror leads to seven years of bad luck, but thankfully, this one is protected by a thick block of ice."
5357,An ominous fog surrounds this gift box...
5358,Gaze into this crystal ball and you may catch a glimpse of your Pet's future...
5359,Scared of ghosts? Getting to know them will surely help you conquer your fears! You might have more in common than you realize...
5360,These spooky lanterns illuminate the nights of Phantasmoire.
5361,"We're not quite sure what a ghost smells like, but this perfume captures its essence nonetheless."
5362,"The flavour is a mystery, but the great taste is undeniable!"
5363,The Traptur Ghost Trading Card has the uncanny ability to cut through wood without any damage to the card itself.
5364,It was the wind. It must be. Surely the Figurine isn't singing.
5365,The joy emanating from this Plush will make anyone smile.
5366,The perfect companion to help spook your friends.
5367,This cute ghostly seal will protect your holiday greeting cards.
5368,Keeps your Pet nice and toasty on those chilly Phantasmoire nights.
5369,This festive coin carries fond memories of Phantasmoire year-round.
5370,"If you and your best buddy are both ghosts, this is the perfect stamp for you! Or if you just think it's a pretty stamp, that's fine, too."
5371,This weapon looks like a fire hazard...
5372,This coin is so sticky that you'll never have to worry about losing it.
5373,One bite of this sugar-filled cupcake will have your Pet bouncing off the walls!
5374,"Strange, it looks like someone escaped from this grave... hey, what's that behind you?"
5375,Your Pet will get themself into all kinds of ghostly mischief in this adorable costume!
5376,Put this on your Pet and they'll be the world's spookiest -- and cutest -- Lugra ghost!
5377,Comes with a sweet pair of shades. Funded by IcePrincess.
5378,Perfect for brewing your favorite citrus-flavored teas. Commemorative Item for Shibe.
5379,This is sure to turn your pet Pet into the silliest Lugra around! Funded by IcePrincess.
5380,These cute little slippers quack every time you take a step! Funded by Silvy.
5381,"You would think a toilet couldn't be fancy and portable at the same time... Yet somehow, this throne makes it work! Funded by IcePrincess."
5382,Leeches not included. This costume was designed by Lokki for the 2020 Costume Design Contest!
5383,Perhaps your Xephyr would like a companion?
5384,Blue or pink? Why not get both at once?
5385,You can tell this Xephyr Plushie is from Terrafrost.
5386,"Pink is so pretty, but Xephyrs are prettier."
5387,A cool-looking Xephyr Plushie to make your collection look fresh.\
5388,Just when you thought Sharshels couldn't get any cuter... Funded by IcePrincess.
5389,This weapon will shoot warm and cozy blankets at your opponent!
5390,Is there anything more peaceful than a rooftop covered in snow?
5391,"Getting snowed in can be rather boring, but this book is here to keep you on your toes!"
5392,Don't let their frosty appearance fool you -- these earmuffs will keep your Pet's ears nice and toasty!
5393,"The lights on this ice cube are so bright, even the ice itself is shining! Or... is it melting?"
5394,This weapon emits bright and colorful lights that will blind your opponent.
5395,A sweet and fluffy cupcake frosted to look just like a poinsettia.
5396,A mysterious potion tinted red with the juice from holly berries.
5397,"A fun toy for Pets who love chasing strings, festive foliage, and romance."
5398,Plastic snow and greenery makes some charming winter scenery in this little glass jar.
5399,"Chestnuts, walnuts, pistachios -- this nutcracker will crack 'em all!"
5400,"Shield your weary eyes from the light, and you'll wake up feeling well-rested."
5401,"If you punch a hole in the top and loop some string through it, you can hang it on your holiday tree! But it's a rather valuable coin, so maybe don't do that, actually."
5402,These intricate cookies are certain to brighten up your holiday-themed cookie trays.
5403,"Josie, a young Dabu, finds herself lost in the snow on a chilly winter night."
5404,What lies within this bright and colorful gift box? Only one way to find out...
5405,"Just looking at this round, squishy plush fills you with a sense of warmth and comfort."
5406,This multi-armed plush toy will give you all the hugs you could ever ask for.
5407,"Keep this plushie near your piggy bank, and your IcePoints will always be safe!"
5408,"If plushies could talk, this one would definitely say ""Bah, humbug!"""
5409,"With its silky scarf and a fuzzy hat, this Dabu looks ready to build a snowman!"
5410,It's time to bring out the crayons! This book has three beautiful pictures just waiting to be colored.
5411,This sweet little companion loves to cuddle and sit on your shoulder! But do keep an eye on it when there's sweets in the room -- they can scarf down an entire tray of cookies in the blink of an eye.
5412,This adorable companion is sure to light up your home in more ways than one.
5413,Can't decide which Aurora you like best? Then this is the stamp for you!
5414,This stamp has a soft and fuzzy texture; how cute!
5415,The colors on this stamp sparkle like diamonds when you hold it up in the light.
5416,The faint scent of pine trees and cinnamon linger on this stamp.
5417,This figurine will fill you with the joy of adorable snow sprites year-round!
5418,For occasions where regular pearls just aren't fancy enough. Commemorative item for IcePrincess.
5419,A sweet and goofy little companion that's sure to brighten up your day! Funded by smallsamoyed.
5420,"This ring has all the beauty of a real snowflake, but you can rest assured it won't melt. Funded by steel_galaxy."
5421,This potion will turn your Pet into the most innocent Ori around!
5422,This Dovu Plushie looks very smart.
5423,Everyone loves a Zabeu. This one looks friendly.
5424,Do you think you can eat this? It smells like cotton candy.
5425,"Well, this one will be right at home in Terrafrost."
5426,A plushie shaped like a Traptur! You'll just want to squeeze it all day.
5427,"Achoo! The contents of this box may be dusty, but if you're a fan of vintage holiday knick-knacks, you probably won't mind."
5428,"This soft and cozy companion will fit right in your pocket, so you can cuddle it everywhere you go! Commemorative Item for steel_galaxy."
5429,The perfect centerpiece for your Aurestal-themed parties.
5430,"Despite its ghost-like appearance, this pinata is 100% corporeal. You still need to crack it open if you want to see what's inside!"
5431,"Do you like Makoats, earthy color schemes, surprises, or all three? Then this is the pinata for you."
5432,"What treasures lie within this adorable, innocent looking pinata? Only one way to find out!"
5433,"Hurry, break it open before it flies away!"
5434,"How is it an Ice Cube if it's made of stone, you may ask? It's simple: an Ice Cube does not need to be ""ice"" or a ""cube"". Instead, it must simply have Ice Cube-like vibes, and this stone is full of them."
5435,"Whatever lies beneath that metal lid, you're a bit uncertain; but you can say with certainty that it smells delicious!"
5436,Nothing compares to the fresh scent of brand new trading cards.
5437,Not sure what color to dye your hair? Let fate decide for you.
5438,Huh? It looks like there's a secret image hiding in this stamp...
5439,This once-complete book has a huge chunk taken out of it. Perhaps its previous owner got hungry?
5440,"You'll never be bored again with this friendly, shape-shifting companion by your side!"
5441,Scrape away the dust to reveal the hidden Companion!
5442,"Have you ever wanted to be an archaeologist? Well, this is the next best thing!"
5443,This toy is perfect for any Pet who loves to dig for treasure.
5444,Chipping away at this egg-shaped rock will keep your Pet's paws busy for quite some time.
5445,This egg won't be hatching anytime soon -- you'll need to chip away at the stone if you want to see what's inside!
5446,"s the Krittle wakes from their anxious dreams one morning, they discover that overnight, they have turned into an adorable little plushie."
5447,"Even when they see it coming, that jack-in-the-box never fails to make this Xephyr jump."
5448,This paradox of an Ice Cube can give you frost bite <i>and</i> burn you at the same time. Be sure to use gloves when handling it.
5449,"Sometimes, a party is so wild that one party popper just isn't enough."
5450,Chocolate cookie crumbs and edible flowers make this tasty cheesecake look just like a potted plant! Make sure not to mix it up with your real potted plants.
5451,This coin looks a bit unpredictable... You should probably keep an eye on it.
5452,"What wonderful treasures lay in store for this ambitious plushie? A block of gold, a silver necklace, or perhaps some loose change?"
5453,The perfect necklace for Pets with a sweet tooth -- just make sure they brush their teeth afterwards.
5454,You'll never have to worry about this Snowda going flat.
5455,Looks like someone had a chocolatey snack before handling this stamp. Lucky them!
5456,"The damage is done, but you should probably put this figurine in the freezer before it turns into a puddle."
5457,This mystifying box will award you three of the monthly I.C.E Shop Items from the year 2020.
5458,The mask and necklace are removable... but why would you ever want to do that?
5459,"Even if you're not a skilled ventriloquist, you're sure to amaze your friends when you have this fancy little puppet on your hand."
5460,You're in for a surprise when you bite into this cupcake and discover its center of crunchy and colorful candies!
5461,"A mysterious energy radiates from these beads. They're intended for battle purposes, so we wouldn't recommend putting them on a necklace."
5462,"This stamp is soft and fragrant, just like a real-life cherry blossom petal!"
5463,"This beautiful staff was carved from the branches of some of the oldest trees in Terrafrost, imbued with a powerful crystalline petal."
5464,"Look closer -- those aren't snowflakes, but cherry blossom petals! A beautiful and fragrant indicator that spring has arrived."
5465,The flower that blooms in adversity is the most beautiful of them all.
5466,"For pets who love the idea of being a mermaid, but aren't very good swimmers."
5467,This golden scale will be a wonderful addition to those seeking some balance and harmony in a chaotic world.
5468,A swift and majestic Companion with a talent for archery.
5469,"Based on the symbol of Capricorn, this is a unique and exciting plush toy for Pets who are fond of astrology."
5470,"This fragrant, mysterious hunk of meat is so tender that it's nearly falling off the bone."
5471,Look at how it sparkles in the sunlight! This mischievous little Ridix is sure to brighten up your figurine collection.
5472,"As you drape this cloak over your shoulders, you feel the magic coursing through your body."
5473,"Now you'll never have to worry about cracking such a valuable egg! But as a result, you'll also never see what would've hatched from it... Oh well."
5474,"After losing all of her beautiful feathers overnight, this Dovu is having some trouble accepting herself."
5475,A somewhat high-maintenance Companion that will need a lot of wide-open space to run around.
5476,This coin is so light that you won't even feel it in your pocket.
5477,You're sure to get your daily dose of Vitamin C and then some after eating this fruit-filled platter.
5478,"Did you know that jellyfish don't have brains? Yet they've been around for millions of years, and probably millions more to come."
5479,"If you collect enough of these, perhaps you could make a necklace of sorts?"
5480,"What lies within the depths of the sea, we may never know..."
5481,"Not only does this Companion have excellent hearing, but they can use their floppy ears to propel themself through the water!"
5482,"Should this go in your stamp collection, or does it belong in your seashell collection instead?"
5483,Good news: you found a pearl inside your oyster! Bad news: it's frozen and you can't get it out.
5484,"When you Pet wears this adorable hair clip, they're sure to be the star of any fashion show."
5485,A Baby Xephyr named Celeste goes to the beach for the first time ever!
5486,"Squeeze him, hug him, throw him at the wall -- there's really nothing you can't do with this toy."
5487,"After a long day of running from ghosts, you deserve to settle down and enjoy some juicy cherries."
5488,"No matter how many times you hit this Ice Cube, nothing seem to pop out..."
5489,"Careful! No matter how hard you throw this weapon, it'll always come right back."
5490,
5491,
5492,
5493,
5494,
5495,
5496,"These shoes are so comfy, you could dance in them all night long!"
5497,This young Novyn should keep an eye out for the Big Bad Wulfer...
5498,Keep this in your pocket at all times. You never know when a wild Novyn might appear...
5499,
5500,
5501,
5502,This little Microbe is dressed perfectly for Aurestal themed parties year-round. Funded by Mongolou.
5503,"Mmm, this Plush has a minty fresh scent. Funded by Mongolou."
5504,This little burlap sack is filled with all basic Tokens!
5505,Your pet is guaranteed to be star of the party after drinking this morphing potion!
5506,Show your spirit with this Solitary Sprite Avatar!
5507,This silly little tree topper will surely quack you up. Funded by Silvy.
5508,The perfect centerpiece for your decadent charcuterie boards. Funded by mochihugs.
5509,Ouch! Watch out for the stinger; it's quite realistic.
5510,"With its silky wings and scaly texture, this Plushie looks and feels just like the real thing!"
5511,A cozy little plush Jakrit with a twinkle in its eye.
5512,"A real Mythical Novyn can be rather intimidating, but the Plush version is as soft as can be."
5513,"A colorful, radiant rubber ducky that's certain to make bathtime a bit more magical. Funded by Silvy."
5514,This heart has an almost ethereal quality... the byzantiam-coloured liquid fills it with an air of magic.
5515,"If you listen closely, you can almost hear this ancient heart hum with power."
5516,"Even in Plushie form, this Mythical Ori exudes an aura of great power."
5517,"With its head held high, this Mythical Lugra basks in the power of its mighty waters."
5518,"Ancient Pets are widely known for their prowess, and this Cobron plush's prideful stance certainly shows that they know it."
5519,"This little Makoat is the picture of elegance, their powerful Ancient aura balanced by a graceful hoof."
5520,There appears to be an error in the code; please stand by as the Investigating Code Monkey searches for a solution. Commemorative Item for Judda.
5521,You'll never have another cloudy day once your Pet drinks this potion. Funded by POURRITURE.
5522,This coin has been through some rough times...
5523,The fierce elegance of the Mythical Ori has been captured in this simple yet charming hair accessory.
5524,The once light and airy feather has been imprisoned in a clunky block of ice.
5525,"This plushie has a lot of small parts, so be sure to keep track of them!"
5526,"Listen closely, and you may hear the crashes of waves on the sea..."
5527,Display your wisdom with this Ancient Profile Skin!
5528,"With all their power and grace, it's no wonder the Mythical Pets were only thought to be legends!"
5529,"The wisdom and power within this potion are immeasurable; whichever Pet you use it on, be sure to choose wisely."
5530,"Perfect for art, games, or simply browsing the internet. Funded by IcePrincess."
5531,Got writer's block? The adorable little Ridix on this pen is sure to fill you with inspiration. Funded by steel_galaxy.
5532,"This Ducky is ready to go hunting! But, uh, maybe not duck hunting. Funded by Silvy."
5533,Have you ever wondered where your Duckies go when they're broken and discarded? Here's your answer: the pieces are recycled and transformed into none other than the Frankenducky! Funded by Silvy.
5534,A squeaky friend to sit upon your shoulder as you admire the avian life of Terrafrost. Funded by Silvy.
5535,This will go perfectly with your banana-scented bubble bath. Funded by Silvy.
5536,A cuddly plush shark with a fierce attitude. Funded by gotchalocket.
5537,The only thing that could make this better would be a Peanutbutterfish to go with it! Funded by gotchalocket.
5538,An adorably speckled friend for your Pet. Even its shell is soft enough to be cuddled! Funded by gotchalocket.
5539,"This stamp is completely waterproof! Now all you need is a waterproof envelope, and you'll be set to mail some sweet post cards to any friends you may have living in the ocean. Funded by gotchalocket."
5540,"An odd yet beautiful creature, captured perfectly within this saltwater Ice Cube. Funded by gotchalocket."
5541,The classic Ducky you've grown to love now comes in a soothing night-time palette. Funded by Silvy.
5542,"Mmm, it smells like hot cocoa! Funded by Silvy."
5543,"If you're the type of person who finds cold baths refreshing, then this is the Ducky for you. Funded by Silvy."
5544,The perfect gift for anyone with a birthday in December. Funded by Silvy.
5545,"Some might consider this Ducky a blank slate. You can paint it a different color, doodle on it, or keep it as is. Funded by Silvy."
5546,This makes a perfect Amourok gift for a friend or significant other who collects Duckies. Funded by Silvy.
5547,"If you have a Snowdrift Pet, this Ducky will be their best friend! Funded by Silvy."
5548,"This Ducky looks so sweet, you may feel tempted to eat it... But unless you like the taste of rubber, you should try to resist. Funded by Silvy."
5549,You can stack these cube-shaped Duckies like building blocks! Funded by Silvy.
5550,"This Ducky is so peaceful and cozy, you might just fall asleep in the bath. Funded by Silvy."
5551,I wouldn't trust this Ducky... I'd keep an eye on it if I were you. Funded by Silvy.
5552,Use this stamp to mail a letter to that one friend who never fails to make you laugh! Funded by Silvy.
5553,Blow your opponents away with this magical instrument!
5554,"This horn will toot no more, for it is trapped within an icy prison."
5555,"The scales of the Mythical Traptur are treasured throughout Terrafrost; fortunately, they shed their scales fairly often, and talented craftsmen recycle them into beautiful jewelry such as this."
5556,"Though this horn has been passed down for eons, its sound remains as powerful as the day it was created."
5557,"This ancient relic is now unusable, but at least it's well preserved."
5558,A mysterious cyan light glows within this Ice Cube.
5559,"Did you miss out on Amourok 2021? Or do you simply want to relive the fun? Whatever your reason may be, here's the recap you've been looking for!"
5560,You'll want to buy as many of these stamps as possible -- you simply need them in your stash of gold!
5561,"Be careful not to sneak up on this guy; when frightened, they let out an ear-splitting screech."
5562,"This is a treat Mythical Jakrits just can't resist. Whether it's chopped up in a salad or eaten on its own, this root is absolutely delicious!"
5563,"This ancient sculpture's paint has been worn down over the years, but aside from that, it's still standing tall and strong."
5564,The tear-apart lines on this bread make it ideal for sharing with friends.
5565,"An Ancient Traptur and a Mythical Traptur fell in love, and this plushie was the result."
5566,"These companions prefer warm, arid environments, so make sure you keep the thermostat high and the dehumidifier running."
5567,Feeling high-strung? This Ducky is here to help you chill out. Funded by gotchalocket.
5568,This Ducky carries the warmth and pleasant aromatic essence of spring year-round. Funded by gotchalocket.
5569,Feeling under the weather? You can trust this doctor to fix you right up. Funded by Lokki.
5570,A companion that's always eager to carry your belongings -- so long as you feed them well. Commemorative item for Silvy.
5571,An itty-bitty stamp with an itty-bitty tree on it.
5572,Keep your hair far away from this Ice Cube -- it's super sticky!
5573,"You'll never have a dull day with this cheery friend around! Not only is it colorful and fragrant, but it will sing you an uplifting tune whenever you're feeling down."
5574,"Here's all of the 2021 Amourok Poetry Contest submissions compiled into one book. Keep it for yourself, or give it to someone you love; there's few things more romantic than poetry, so it's the perfect gift."
5575,Don't mash this potato! This Spud just wants to be your best bud. Funded by LollyX.
5576,"Just like the real thing, this Plushie's red eyes glow in the dark. Funded by Nexinhah."
5577,"It's tasty on its own, but even better on top of a pizza."
5578,"A classic, refreshing summertime treat. Be careful not to swallow the seeds, though."
